model_name,model_id,coordinate,Family,Category,Unit_Of_Measure,Location,Level,Location_Line,Area,Volume,Phase_Created,Function,Structural_Material,Assembly_Code,ML_filled,z-height,x,level_group,keyword,MF_Number
450mm,151657,"{'x': -45.135459899902344, 'y': -51.109418869018555, 'z': 11.072834968566895}",M_Concrete-Round-Column [151657],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708645826,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-45.135459899902344,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151658,"{'x': -45.135459899902344, 'y': -61.776084899902344, 'z': 11.072834968566895}",M_Concrete-Round-Column [151658],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708645946,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-45.135459899902344,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151659,"{'x': -45.135459899902344, 'y': -85.77608489990234, 'z': 11.072834968566895}",M_Concrete-Round-Column [151659],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708644717,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-45.135459899902344,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151660,"{'x': -45.135459899902344, 'y': 16.86171054840088, 'z': 11.072834968566895}",M_Concrete-Round-Column [151660],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708644515,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-45.135459899902344,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151661,"{'x': -24.468793869018555, 'y': 86.89057922363281, 'z': 11.072834968566895}",M_Concrete-Round-Column [151661],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708643854,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-24.468793869018555,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151662,"{'x': -24.468793869018555, 'y': 62.89058303833008, 'z': 11.072834968566895}",M_Concrete-Round-Column [151662],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708643666,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-24.468793869018555,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151663,"{'x': -24.468793869018555, 'y': -61.776084899902344, 'z': 11.072834968566895}",M_Concrete-Round-Column [151663],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708643434,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-24.468793869018555,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151664,"{'x': -24.468793869018555, 'y': -85.77608489990234, 'z': 11.072834968566895}",M_Concrete-Round-Column [151664],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708643193,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-24.468793869018555,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151665,"{'x': -3.135457992553711, 'y': 86.89057922363281, 'z': 11.072834968566895}",M_Concrete-Round-Column [151665],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708644219,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-3.135457992553711,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151666,"{'x': -3.135457992553711, 'y': 62.89058303833008, 'z': 11.072834968566895}",M_Concrete-Round-Column [151666],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708644187,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-3.135457992553711,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151667,"{'x': -3.135457992553711, 'y': -61.776084899902344, 'z': 11.072834968566895}",M_Concrete-Round-Column [151667],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708644149,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-3.135457992553711,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151668,"{'x': -3.135457992553711, 'y': -85.77608489990234, 'z': 11.072834968566895}",M_Concrete-Round-Column [151668],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708643766,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-3.135457992553711,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151669,"{'x': 18.1978702545166, 'y': -61.776084899902344, 'z': 11.072834968566895}",M_Concrete-Round-Column [151669],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708644509,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,18.1978702545166,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151670,"{'x': 18.1978702545166, 'y': -85.77608489990234, 'z': 11.072834968566895}",M_Concrete-Round-Column [151670],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708644494,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,18.1978702545166,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151671,"{'x': 39.53120422363281, 'y': -61.776084899902344, 'z': 11.072834968566895}",M_Concrete-Round-Column [151671],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.556638970864543,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,39.53120422363281,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151672,"{'x': 39.53120422363281, 'y': -85.77608489990234, 'z': 11.072834968566895}",M_Concrete-Round-Column [151672],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708644273,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,39.53120422363281,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151673,"{'x': 60.86453628540039, 'y': -61.776084899902344, 'z': 11.072834968566895}",M_Concrete-Round-Column [151673],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708642594,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,60.86453628540039,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151674,"{'x': 60.86453628540039, 'y': -85.77608489990234, 'z': 11.072834968566895}",M_Concrete-Round-Column [151674],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708648041,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,60.86453628540039,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151675,"{'x': 82.1978759765625, 'y': -61.776084899902344, 'z': 11.072834968566895}",M_Concrete-Round-Column [151675],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708643978,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,82.1978759765625,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151676,"{'x': 82.1978759765625, 'y': -85.77608489990234, 'z': 11.072834968566895}",M_Concrete-Round-Column [151676],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.556638970864539,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,82.1978759765625,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151677,"{'x': -73.13545989990234, 'y': 86.89057922363281, 'z': 11.072834968566895}",M_Concrete-Round-Column [151677],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708643097,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-73.13545989990234,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151678,"{'x': -73.13545989990234, 'y': 62.89058303833008, 'z': 11.072834968566895}",M_Concrete-Round-Column [151678],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708642654,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-73.13545989990234,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151679,"{'x': -73.13545989990234, 'y': 52.22391319274902, 'z': 11.072834968566895}",M_Concrete-Round-Column [151679],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.556638970864424,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-73.13545989990234,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151680,"{'x': -73.13545989990234, 'y': 31.557249069213867, 'z': 11.072834968566895}",M_Concrete-Round-Column [151680],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708643925,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-73.13545989990234,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151681,"{'x': -73.13545989990234, 'y': 10.890582084655762, 'z': 11.072834968566895}",M_Concrete-Round-Column [151681],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708644937,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-73.13545989990234,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151682,"{'x': -73.13545989990234, 'y': -9.776084899902344, 'z': 11.072834968566895}",M_Concrete-Round-Column [151682],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708645283,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-73.13545989990234,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151683,"{'x': -73.13545989990234, 'y': -30.44275188446045, 'z': 11.072834968566895}",M_Concrete-Round-Column [151683],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708646787,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-73.13545989990234,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151684,"{'x': -73.13545989990234, 'y': -51.109418869018555, 'z': 11.072834968566895}",M_Concrete-Round-Column [151684],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.556638970864409,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-73.13545989990234,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151685,"{'x': -73.13545989990234, 'y': -61.776084899902344, 'z': 11.072834968566895}",M_Concrete-Round-Column [151685],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708640869,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-73.13545989990234,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151686,"{'x': -73.13545989990234, 'y': -85.77608489990234, 'z': 11.072834968566895}",M_Concrete-Round-Column [151686],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708643662,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-73.13545989990234,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151687,"{'x': -73.13545989990234, 'y': -16.151085376739502, 'z': 11.072834968566895}",M_Concrete-Round-Column [151687],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5566389708645177,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-73.13545989990234,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151688,"{'x': -73.13545989990234, 'y': 16.86171054840088, 'z': 11.072834968566895}",M_Concrete-Round-Column [151688],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.55663897086433,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-73.13545989990234,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151871,"{'x': -64.46879577636719, 'y': -85.77608489990234, 'z': 11.072834968566895}",M_Concrete-Round-Column [151871],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,3,,,0.5568736947357912,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,11.072834968566895,-64.46879577636719,6.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151935,"{'x': -97.13545989990234, 'y': 86.89057922363281, 'z': 23.37598419189453}",M_Concrete-Round-Column [151935],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,4,,,0.5407350002683641,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,23.37598419189453,-97.13545989990234,12.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151936,"{'x': -97.13545989990234, 'y': 62.89058303833008, 'z': 23.37598419189453}",M_Concrete-Round-Column [151936],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,4,,,0.5407350002683228,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,23.37598419189453,-97.13545989990234,12.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151937,"{'x': -97.13545989990234, 'y': 52.22391319274902, 'z': 23.37598419189453}",M_Concrete-Round-Column [151937],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,4,,,0.5407350002685238,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,23.37598419189453,-97.13545989990234,12.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151938,"{'x': -97.13545989990234, 'y': 31.557249069213867, 'z': 23.37598419189453}",M_Concrete-Round-Column [151938],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,4,,,0.5407350002684728,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,23.37598419189453,-97.13545989990234,12.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151939,"{'x': -97.13545989990234, 'y': 10.890582084655762, 'z': 23.37598419189453}",M_Concrete-Round-Column [151939],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,4,,,0.540735000268629,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,23.37598419189453,-97.13545989990234,12.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151940,"{'x': -97.13545989990234, 'y': -9.776084899902344, 'z': 23.37598419189453}",M_Concrete-Round-Column [151940],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,4,,,0.5407350002684179,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,23.37598419189453,-97.13545989990234,12.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151941,"{'x': -97.13545989990234, 'y': -30.44275188446045, 'z': 23.37598419189453}",M_Concrete-Round-Column [151941],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,4,,,0.540735000268383,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,23.37598419189453,-97.13545989990234,12.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151942,"{'x': -97.13545989990234, 'y': -51.109418869018555, 'z': 23.37598419189453}",M_Concrete-Round-Column [151942],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,4,,,0.5407350002681357,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,23.37598419189453,-97.13545989990234,12.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151943,"{'x': -97.13545989990234, 'y': -61.776084899902344, 'z': 23.37598419189453}",M_Concrete-Round-Column [151943],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,4,,,0.5407350002686582,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,23.37598419189453,-97.13545989990234,12.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151944,"{'x': -97.13545989990234, 'y': -85.77608489990234, 'z': 23.37598419189453}",M_Concrete-Round-Column [151944],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,4,,,0.5407350002686057,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,23.37598419189453,-97.13545989990234,12.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151945,"{'x': -97.13545989990234, 'y': -16.151085376739502, 'z': 23.37598419189453}",M_Concrete-Round-Column [151945],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,4,,,0.5407350002685559,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,23.37598419189453,-97.13545989990234,12.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151946,"{'x': -97.13545989990234, 'y': 16.86171054840088, 'z': 23.37598419189453}",M_Concrete-Round-Column [151946],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,4,,,0.5407350002684228,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,23.37598419189453,-97.13545989990234,12.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151947,"{'x': -64.46879577636719, 'y': 86.89057922363281, 'z': 23.37598419189453}",M_Concrete-Round-Column [151947],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,4,,,0.5407350002684175,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,23.37598419189453,-64.46879577636719,12.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
450mm,151948,"{'x': -64.46879577636719, 'y': 62.89058303833008, 'z': 23.37598419189453}",M_Concrete-Round-Column [151948],Revit Structural Columns,autodesk.unit.unit:cubicMeters-1.0.1,-1,4,,,0.5407350002683771,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B101010,0,23.37598419189453,-64.46879577636719,12.0,Revit Structural Columns  Concrete - Cast-in-Place Concrete - 28 MPa,"['05 25 00', '03 30 00', '05 44 00', '05 42 00', '06 18 16', '06 18 13', '06 13 00', '06 13 00', '06 13 26', '05 20 00', '06 17 36', '06 17 33']"
