model_name,model_id,coordinate,Family,Category,Unit_Of_Measure,Location,Level,Location_Line,Area,Volume,Phase_Created,Function,Structural_Material,Assembly_Code,ML_filled,z-height,x,level_group,keyword,MF_Number
400 x 800mm,152026,"{'x': -45.135459899902344, 'y': 13.87614631652832, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152026],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.22887935980844398,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-45.135459899902344,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152027,"{'x': -45.135459899902344, 'y': 0.557248592376709, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152027],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.9470344718088243,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-45.135459899902344,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152028,"{'x': -45.135459899902344, 'y': -13.46075963973999, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152028],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.3124783290182844,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-45.135459899902344,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152029,"{'x': -45.135459899902344, 'y': -23.45591163635254, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152029],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.6345583290153951,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-45.135459899902344,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152030,"{'x': -45.135459899902344, 'y': -40.776084899902344, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152030],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.9470344718088568,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-45.135459899902344,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152031,"{'x': -45.135459899902344, 'y': -56.44275093078613, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152031],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.4593555398718162,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-45.135459899902344,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152032,"{'x': -45.135459899902344, 'y': -73.77608108520508, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152032],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,1.1081106995995302,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-45.135459899902344,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152033,"{'x': -24.468791961669922, 'y': 74.89058113098145, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152033],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,1.1095966580208276,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-24.468791961669922,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152034,"{'x': -24.468791961669922, 'y': -73.77608108520508, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152034],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,1.1095966580207648,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-24.468791961669922,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152035,"{'x': -3.1354598999023438, 'y': 74.89058113098145, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152035],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,1.1095966580208532,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-3.1354598999023438,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152036,"{'x': -3.1354598999023438, 'y': -73.77608108520508, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152036],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,1.1095966580207741,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-3.1354598999023438,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152037,"{'x': 18.197874069213867, 'y': -73.77608108520508, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152037],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,1.109596658020765,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,18.197874069213867,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152038,"{'x': 39.53120422363281, 'y': -73.77608108520508, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152038],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,1.1095966580207648,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,39.53120422363281,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152039,"{'x': 60.86453628540039, 'y': -73.77608108520508, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152039],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,1.1095966580208196,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,60.86453628540039,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152040,"{'x': 82.19786834716797, 'y': -73.77608108520508, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152040],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,1.109596658020772,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,82.19786834716797,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152041,"{'x': 4.939962387084961, 'y': 86.89058685302734, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152041],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.73924472201067,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,4.939962387084961,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152042,"{'x': -13.802127838134766, 'y': 86.89058685302734, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152042],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.976571105811571,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-13.802127838134766,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152043,"{'x': -34.80212688446045, 'y': 86.89058685302734, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152043],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.9440592753070551,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-34.80212688446045,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152044,"{'x': -54.802127838134766, 'y': 86.89058685302734, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152044],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.8790356142981174,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-54.802127838134766,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152045,"{'x': -68.47909164428711, 'y': 86.89058685302734, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152045],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.3427624217207855,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-68.47909164428711,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152046,"{'x': -85.45849609375, 'y': 86.89058685302734, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152046],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,1.0905128763753968,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-85.45849609375,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152047,"{'x': 4.939962387084961, 'y': 62.89058303833008, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152047],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.7392447909500451,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,4.939962387084961,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152048,"{'x': -13.802127838134766, 'y': 62.89058303833008, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152048],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.9765711058115826,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-13.802127838134766,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152049,"{'x': -34.80212688446045, 'y': 62.89058303833008, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152049],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.9440570817891811,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-34.80212688446045,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152050,"{'x': -54.96112060546875, 'y': 62.89058303833008, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152050],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.8775396483661715,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-54.96112060546875,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152051,"{'x': -68.6380844116211, 'y': 62.89058303833008, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152051],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.3412648761840529,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-68.6380844116211,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152052,"{'x': -85.45849609375, 'y': 62.89058303833008, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152052],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,1.090512945314772,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-85.45849609375,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152053,"{'x': -54.802127838134766, 'y': 52.22391700744629, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152053],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.8790335624989957,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-54.802127838134766,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152054,"{'x': -68.6380844116211, 'y': 52.22391700744629, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152054],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.3412648761840577,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-68.6380844116211,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152055,"{'x': -68.47909164428711, 'y': 31.557249069213867, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152055],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.34276242172077764,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-68.47909164428711,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152056,"{'x': -85.45849609375, 'y': 31.557249069213867, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152056],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,1.0905129453147508,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-85.45849609375,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152057,"{'x': -68.47909164428711, 'y': 10.890581130981445, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152057],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.34276242172077215,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-68.47909164428711,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152058,"{'x': -85.45849609375, 'y': 10.890581130981445, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152058],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,1.0905129453147762,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-85.45849609375,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152059,"{'x': -68.47909164428711, 'y': -9.776084899902344, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152059],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.34276242172076743,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-68.47909164428711,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152060,"{'x': -85.45849609375, 'y': -9.776084899902344, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152060],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,1.0905129453147482,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-85.45849609375,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152061,"{'x': -68.47909164428711, 'y': -30.442750930786133, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152061],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.34276242172078114,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-68.47909164428711,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152062,"{'x': -85.45849609375, 'y': -30.442750930786133, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152062],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,1.0905129453147588,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-85.45849609375,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152063,"{'x': -68.47909164428711, 'y': -51.109418869018555, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152063],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.34276242172078103,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-68.47909164428711,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152064,"{'x': 95.4423828125, 'y': -61.77608299255371, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152064],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,1.2434280596324099,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,95.4423828125,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152065,"{'x': 71.53120422363281, 'y': -61.77608299255371, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152065],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.9765711058115433,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,71.53120422363281,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152066,"{'x': 50.197872161865234, 'y': -61.77608299255371, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152066],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.9765711058115772,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,50.197872161865234,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152067,"{'x': 28.864537239074707, 'y': -61.77608299255371, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152067],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.9765711058115834,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,28.864537239074707,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152068,"{'x': 7.531206130981445, 'y': -61.77608299255371, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152068],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.976570267958476,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,7.531206130981445,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152069,"{'x': -13.802127838134766, 'y': -61.77608299255371, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152069],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.9765702679584831,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-13.802127838134766,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152070,"{'x': -34.80212688446045, 'y': -61.77608299255371, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152070],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.9440592753070648,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-34.80212688446045,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152071,"{'x': -54.96112060546875, 'y': -61.77608299255371, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152071],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.877542942827367,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-54.96112060546875,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152072,"{'x': -68.47909164428711, 'y': -61.77608299255371, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152072],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.3427624217207802,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-68.47909164428711,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152073,"{'x': -85.45849609375, 'y': -61.77608299255371, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152073],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,1.090512945314748,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-85.45849609375,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152074,"{'x': 95.4423828125, 'y': -85.77608489990234, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152074],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,1.2434280596324658,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,95.4423828125,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152075,"{'x': 71.53120422363281, 'y': -85.77608489990234, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152075],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.976571105811569,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,71.53120422363281,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152076,"{'x': 50.197872161865234, 'y': -85.77608489990234, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152076],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.9765711058115737,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,50.197872161865234,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152077,"{'x': 28.864537239074707, 'y': -85.77608489990234, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152077],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.9765711058115859,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,28.864537239074707,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152078,"{'x': 7.531206130981445, 'y': -85.77608489990234, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152078],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.9765711058115837,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,7.531206130981445,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152079,"{'x': -13.802127838134766, 'y': -85.77608489990234, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152079],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.976571105811567,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-13.802127838134766,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152080,"{'x': -34.80212688446045, 'y': -85.77608489990234, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152080],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.9440592753070658,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-34.80212688446045,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152081,"{'x': -58.81242370605469, 'y': -85.77608489990234, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152081],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,1.2247706924866886,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-58.81242370605469,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152082,"{'x': -85.45849609375, 'y': -85.77608489990234, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152082],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,1.0905129453147728,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-85.45849609375,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
400 x 800mm,152094,"{'x': -54.96112060546875, 'y': -16.151084899902344, 'z': 28.297243118286133}",M_Concrete-Rectangular Beam [152094],Revit Structural Framing,autodesk.unit.unit:cubicMeters-1.0.1,-1,,,,0.8789322222646279,New Construction,,Concrete - Cast-in-Place Concrete - 28 MPa,B102030,0,28.297243118286133,-54.96112060546875,15.0,Revit Structural Framing  Concrete - Cast-in-Place Concrete - 28 MPa,"['06 73 00', '06 13 00', '05 20 00']"
